JDTDB,CalendarDate(TDB),X,Y,Z
2478169.500000000, A.D. 2072-Nov-23 00:00:00.0000,  1.747060929915340E+00, -1.583985461180732E+00, -3.716151855177122E-01
2478269.500000000, A.D. 2073-Mar-03 00:00:00.0000,  2.708763282461810E+00, -9.471237771861160E-01, -5.728832254525319E-01
2478369.500000000, A.D. 2073-Jun-11 00:00:00.0000,  3.351030020140386E+00, -1.875722667448053E-01, -7.065638884605306E-01
2478469.500000000, A.D. 2073-Sep-19 00:00:00.0000,  3.745834534413350E+00,  5.900194762149527E-01, -7.880538972876368E-01
2478569.500000000, A.D. 2073-Dec-28 00:00:00.0000,  3.948491771860527E+00,  1.339278216163511E+00, -8.291100727749199E-01
2478669.500000000, A.D. 2074-Apr-07 00:00:00.0000,  3.998167536511991E+00,  2.037674762087503E+00, -8.380325468500969E-01
2478769.500000000, A.D. 2074-Jul-16 00:00:00.0000,  3.922918809408447E+00,  2.672985282241973E+00, -8.207582809525028E-01
2478869.500000000, A.D. 2074-Oct-24 00:00:00.0000,  3.743484021983124E+00,  3.237665083378275E+00, -7.816742409330786E-01
2478969.500000000, A.D. 2075-Feb-01 00:00:00.0000,  3.475767929166667E+00,  3.726188799659242E+00, -7.241457913982865E-01
2479069.500000000, A.D. 2075-May-12 00:00:00.0000,  3.132504189245709E+00,  4.133789482648940E+00, -6.508625780419388E-01
2479169.500000000, A.D. 2075-Aug-20 00:00:00.0000,  2.724293720547220E+00,  4.455674039542640E+00, -5.640715187016514E-01
2479269.500000000, A.D. 2075-Nov-28 00:00:00.0000,  2.260479643583964E+00,  4.686487750654305E+00, -4.657542279938567E-01
2479369.500000000, A.D. 2076-Mar-07 00:00:00.0000,  1.749810046663291E+00,  4.819888832575890E+00, -3.577706683353712E-01
2479469.500000000, A.D. 2076-Jun-15 00:00:00.0000,  1.201165394604408E+00,  4.848093493467358E+00, -2.420083166183831E-01
2479569.500000000, A.D. 2076-Sep-23 00:00:00.0000,  6.243296598876550E-01,  4.761362616855466E+00, -1.205554709538916E-01
2479669.500000000, A.D. 2077-Jan-01 00:00:00.0000,  3.120467719241237E-02,  4.547226128578447E+00,  4.046043594561587E-03
2479769.500000000, A.D. 2077-Apr-11 00:00:00.0000, -5.622411458995477E-01,  4.189607495919810E+00,  1.283919584332932E-01
2479869.500000000, A.D. 2077-Jul-20 00:00:00.0000, -1.132501307155124E+00,  3.667602817115399E+00,  2.474732087863706E-01
2479969.500000000, A.D. 2077-Oct-28 00:00:00.0000, -1.641551344566527E+00,  2.954453850561161E+00,  3.532039410810063E-01
2480069.500000000, A.D. 2078-Feb-05 00:00:00.0000, -2.021987410098264E+00,  2.018972736713828E+00,  4.312868262985693E-01
2480169.500000000, A.D. 2078-May-16 00:00:00.0000, -2.144521058144328E+00,  8.417239580371562E-01,  4.544019143174283E-01
2480269.500000000, A.D. 2078-Aug-24 00:00:00.0000, -1.767881183003323E+00, -4.985979359949618E-01,  3.718247869406283E-01
2480369.500000000, A.D. 2078-Dec-02 00:00:00.0000, -6.600018817838978E-01, -1.577049459691148E+00,  1.355785917480821E-01
2480469.500000000, A.D. 2079-Mar-12 00:00:00.0000,  8.100617337906720E-01, -1.832378288528714E+00, -1.751687003895348E-01
2480569.500000000, A.D. 2079-Jun-20 00:00:00.0000,  2.041546709920486E+00, -1.425081684953007E+00, -4.340347142427921E-01
2480669.500000000, A.D. 2079-Sep-28 00:00:00.0000,  2.909444977567855E+00, -7.373393825050483E-01, -6.155327848190144E-01
2480769.500000000, A.D. 2080-Jan-06 00:00:00.0000,  3.477088976377229E+00,  3.480687268571002E-02, -7.334854412433002E-01
2480869.500000000, A.D. 2080-Apr-15 00:00:00.0000,  3.813714232113548E+00,  8.080177728377964E-01, -8.026929478383770E-01
2480969.500000000, A.D. 2080-Jul-24 00:00:00.0000,  3.970033165915913E+00,  1.544703854512769E+00, -8.339455622308539E-01
2481069.500000000, A.D. 2080-Nov-01 00:00:00.0000,  3.981823228070377E+00,  2.226112822266297E+00, -8.348371574342632E-01
2481169.500000000, A.D. 2081-Feb-09 00:00:00.0000,  3.874846666779660E+00,  2.841728514431399E+00, -8.108307730902380E-01
2481269.500000000, A.D. 2081-May-20 00:00:00.0000,  3.668351590105109E+00,  3.384740152156944E+00, -7.659997866550443E-01
2481369.500000000, A.D. 2081-Aug-28 00:00:00.0000,  3.377235924310763E+00,  3.849947464483153E+00, -7.034996876588224E-01
2481469.500000000, A.D. 2081-Dec-06 00:00:00.0000,  3.013536533781117E+00,  4.232570457634457E+00, -6.258812280237874E-01
2481569.500000000, A.D. 2082-Mar-16 00:00:00.0000,  2.587467043824752E+00,  4.527635760527434E+00, -5.353059639036959E-01
2481669.500000000, A.D. 2082-Jun-24 00:00:00.0000,  2.108175165649210E+00,  4.729461643188650E+00, -4.337119461979355E-01
2481769.500000000, A.D. 2082-Oct-02 00:00:00.0000,  1.584439579557962E+00,  4.831249569683632E+00, -3.229609679837817E-01
2481869.500000000, A.D. 2083-Jan-10 00:00:00.0000,  1.025368698965420E+00,  4.824560341874362E+00, -2.049908990760630E-01
2481969.500000000, A.D. 2083-Apr-20 00:00:00.0000,  4.413878101641532E-01,  4.698756538446061E+00, -8.201525714025391E-02
2482069.500000000, A.D. 2083-Jul-29 00:00:00.0000, -1.544597509977460E-01,  4.440237894667924E+00,  4.318535795244342E-02
2482169.500000000, A.D. 2083-Nov-06 00:00:00.0000, -7.441449029579118E-01,  4.031349556184434E+00,  1.667621674077550E-01
2482269.500000000, A.D. 2084-Feb-14 00:00:00.0000, -1.300289661955458E+00,  3.449139615118621E+00,  2.828701469484748E-01
2482369.500000000, A.D. 2084-May-24 00:00:00.0000, -1.777137654763533E+00,  2.664555643152094E+00,  3.817639107569392E-01
2482469.500000000, A.D. 2084-Sep-01 00:00:00.0000, -2.090813199806169E+00,  1.646388959496264E+00,  4.456372545439267E-01
2482569.500000000, A.D. 2084-Dec-10 00:00:00.0000, -2.077415945257167E+00,  3.910741692371735E-01,  4.398434193714205E-01
2482669.500000000, A.D. 2085-Mar-20 00:00:00.0000, -1.456410954411856E+00, -9.355060226158396E-01,  3.055044309963659E-01
2482769.500000000, A.D. 2085-Jun-28 00:00:00.0000, -1.355674789109582E-01, -1.761509673059558E+00,  2.448462884413198E-02
2482869.500000000, A.D. 2085-Oct-06 00:00:00.0000,  1.295987783966902E+00, -1.728598660784509E+00, -2.778942171516239E-01
2482969.500000000, A.D. 2086-Jan-14 00:00:00.0000,  2.394263345992013E+00, -1.183481420053722E+00, -5.086437806366967E-01
2483069.500000000, A.D. 2086-Apr-24 00:00:00.0000,  3.143806335570555E+00, -4.488103344191782E-01, -6.652557128435518E-01
2483169.500000000, A.D. 2086-Aug-02 00:00:00.0000,  3.619430479122607E+00,  3.308798672427201E-01, -7.638761251640507E-01
2483269.500000000, A.D. 2086-Nov-10 00:00:00.0000,  3.884444368613018E+00,  1.093876506126911E+00, -8.180265114587045E-01
2483369.500000000, A.D. 2087-Feb-18 00:00:00.0000,  3.983793995285611E+00,  1.811528728316666E+00, -8.372681472367254E-01
2483469.500000000, A.D. 2087-May-29 00:00:00.0000,  3.949256397384681E+00,  2.469026922074076E+00, -8.283471012407340E-01
2483569.500000000, A.D. 2087-Sep-06 00:00:00.0000,  3.803966838971406E+00,  3.057726439274720E+00, -7.961697068415351E-01
2483669.500000000, A.D. 2087-Dec-15 00:00:00.0000,  3.565367813078542E+00,  3.571689665439192E+00, -7.444390843932328E-01
2483769.500000000, A.D. 2088-Mar-24 00:00:00.0000,  3.247197300851167E+00,  4.006055986653404E+00, -6.760670382568028E-01
2483869.500000000, A.D. 2088-Jul-02 00:00:00.0000,  2.860701445847100E+00,  4.356155452978833E+00, -5.934433793384224E-01
2483969.500000000, A.D. 2088-Oct-10 00:00:00.0000,  2.415579969829703E+00,  4.616893198137790E+00, -4.986335998585696E-01
2484069.500000000, A.D. 2089-Jan-18 00:00:00.0000,  1.920695067276745E+00,  4.782314179241351E+00, -3.935314125239809E-01
2484169.500000000, A.D. 2089-Apr-28 00:00:00.0000,  1.384792103057778E+00,  4.845135087799646E+00, -2.800060381621307E-01
2484269.500000000, A.D. 2089-Aug-06 00:00:00.0000,  8.172371289282016E-01,  4.796293100513455E+00, -1.600648790336370E-01
2484369.500000000, A.D. 2089-Nov-14 00:00:00.0000,  2.290469136863361E-01,  4.624211072849144E+00, -3.607610800243276E-02
2484469.500000000, A.D. 2090-Feb-22 00:00:00.0000, -3.654184350447713E-01,  4.313956312429530E+00,  8.888055167990015E-02
2484569.500000000, A.D. 2090-Jun-02 00:00:00.0000, -9.455924998879469E-01,  3.846066041574685E+00,  2.103982712728337E-01
2484669.500000000, A.D. 2090-Sep-10 00:00:00.0000, -1.479038258690995E+00,  3.195288885374648E+00,  3.215438295453935E-01
2484769.500000000, A.D. 2090-Dec-19 00:00:00.0000, -1.909587803474828E+00,  2.330553191670474E+00,  4.103416096925048E-01
2484869.500000000, A.D. 2091-Mar-29 00:00:00.0000, -2.130827658688693E+00,  1.223709492153532E+00,  4.541977952419916E-01
2484969.500000000, A.D. 2091-Jul-07 00:00:00.0000, -1.935100678955489E+00, -9.555521338879286E-02,  4.092465312644667E-01
2485069.500000000, A.D. 2091-Oct-15 00:00:00.0000, -1.034212952200678E+00, -1.326135058326987E+00,  2.153058369161643E-01
2485169.500000000, A.D. 2092-Jan-23 00:00:00.0000,  4.176335996102873E-01, -1.829698553150309E+00, -9.327637429508348E-02
2485269.500000000, A.D. 2092-May-02 00:00:00.0000,  1.748230833087228E+00, -1.553005469989269E+00, -3.740819755592482E-01
2485369.500000000, A.D. 2092-Aug-10 00:00:00.0000,  2.709219494569563E+00, -9.083696358725969E-01, -5.756213678771540E-01
2485469.500000000, A.D. 2092-Nov-18 00:00:00.0000,  3.346771607485485E+00, -1.442139435246719E-01, -7.083155329049818E-01
2485569.500000000, A.D. 2093-Feb-26 00:00:00.0000,  3.735817642548756E+00,  6.346332023579117E-01, -7.883009033382974E-01
2485669.500000000, A.D. 2093-Jun-06 00:00:00.0000,  3.932808887954537E+00,  1.382555517342403E+00, -8.276521226647366E-01
2485769.500000000, A.D. 2093-Sep-14 00:00:00.0000,  3.977302855279428E+00,  2.077637852347438E+00, -8.348011281141530E-01
2485869.500000000, A.D. 2093-Dec-23 00:00:00.0000,  3.897432703225977E+00,  2.708066251816021E+00, -8.157318835198032E-01
2485969.500000000, A.D. 2094-Apr-02 00:00:00.0000,  3.713944317747749E+00,  3.266473287819994E+00, -7.748397214485069E-01
2486069.500000000, A.D. 2094-Jul-11 00:00:00.0000,  3.442730671856888E+00,  3.747442907825735E+00, -7.154758284330939E-01
2486169.500000000, A.D. 2094-Oct-19 00:00:00.0000,  3.096476253998939E+00,  4.146131540762574E+00, -6.402969413912092E-01
2486269.500000000, A.D. 2095-Jan-27 00:00:00.0000,  2.685851649556318E+00,  4.457533353273662E+00, -5.514976664513406E-01
2486369.500000000, A.D. 2095-May-07 00:00:00.0000,  2.220385130195814E+00,  4.675910037453837E+00, -4.509687929383313E-01
2486469.500000000, A.D. 2095-Aug-15 00:00:00.0000,  1.709366722187573E+00,  4.794323389172791E+00, -3.404094924323049E-01
2486569.500000000, A.D. 2095-Nov-23 00:00:00.0000,  1.163009963774409E+00,  4.804203305498904E+00, -2.213986285189836E-01
2486669.500000000, A.D. 2096-Mar-02 00:00:00.0000,  5.941616638914540E-01,  4.695944853715437E+00, -9.570274220383969E-02
2486769.500000000, A.D. 2096-Jun-10 00:00:00.0000,  1.599580733365696E-02,  4.459952386605788E+00,  3.329549173882336E-02
2486869.500000000, A.D. 2096-Sep-18 00:00:00.0000, -5.592604677938432E-01,  4.079248023417464E+00,  1.606820079846949E-01
2486969.500000000, A.D. 2096-Dec-27 00:00:00.0000, -1.109099632204301E+00,  3.527718114068768E+00,  2.805750915534120E-01
2487069.500000000, A.D. 2097-Apr-06 00:00:00.0000, -1.591713243557228E+00,  2.771823645026044E+00,  3.833121393969828E-01
2487169.500000000, A.D. 2097-Jul-15 00:00:00.0000, -1.926279789332155E+00,  1.770869390914269E+00,  4.503824810968842E-01
2487269.500000000, A.D. 2097-Oct-23 00:00:00.0000, -1.939780588383143E+00,  4.999815147859911E-01,  4.425388970691455E-01
2487369.500000000, A.D. 2098-Jan-31 00:00:00.0000, -1.281543764357549E+00, -8.801909112655570E-01,  2.819714844422310E-01
2487469.500000000, A.D. 2098-May-11 00:00:00.0000,  1.818423836978111E-01, -1.619984256893656E+00, -5.500057886792403E-02
2487569.500000000, A.D. 2098-Aug-19 00:00:00.0000,  1.618483233881639E+00, -1.359371516531771E+00, -3.773268085292845E-01
2487669.500000000, A.D. 2098-Nov-27 00:00:00.0000,  2.604479337890539E+00, -6.532604913051421E-01, -5.940051304229723E-01
2487769.500000000, A.D. 2099-Mar-07 00:00:00.0000,  3.218123437794186E+00,  1.620691442992805E-01, -7.256110981550949E-01
2487869.500000000, A.D. 2099-Jun-15 00:00:00.0000,  3.564358532922260E+00,  9.692594736616683E-01, -7.968595040583945E-01
2487969.500000000, A.D. 2099-Sep-23 00:00:00.0000,  3.713188487818005E+00,  1.725095153137908E+00, -8.239395817736750E-01
2488069.500000000, A.D. 2100-Jan-01 00:00:00.0000,  3.710077536539631E+00,  2.411549150807240E+00, -8.172782976802526E-01
2488169.500000000, A.D. 2100-Apr-11 00:00:00.0000,  3.585824754845688E+00,  3.019946827492646E+00, -7.839094351862536E-01
2488269.500000000, A.D. 2100-Jul-20 00:00:00.0000,  3.362401218288903E+00,  3.545233260712007E+00, -7.288381358021028E-01
2488369.500000000, A.D. 2100-Oct-28 00:00:00.0000,  3.056230920513532E+00,  3.983541547121507E+00, -6.558144906451318E-01
2488469.500000000, A.D. 2101-Feb-05 00:00:00.0000,  2.680288591047432E+00,  4.331025176538716E+00, -5.678038621663227E-01
2488569.500000000, A.D. 2101-May-16 00:00:00.0000,  2.245386553373384E+00,  4.583244699012697E+00, -4.672891720434723E-01
2488669.500000000, A.D. 2101-Aug-24 00:00:00.0000,  1.761157955468055E+00,  4.734633496596496E+00, -3.564979053132944E-01
2488769.500000000, A.D. 2101-Dec-02 00:00:00.0000,  1.236889202702196E+00,  4.778031655952773E+00, -2.375962940401195E-01
2488869.500000000, A.D. 2102-Mar-12 00:00:00.0000,  6.824591412149787E-01,  4.704039322638035E+00, -1.129022954217666E-01
2488969.500000000, A.D. 2102-Jun-20 00:00:00.0000,  1.095830893140534E-01,  4.500268754781150E+00,  1.482783644486050E-02
2489069.500000000, A.D. 2102-Sep-28 00:00:00.0000, -4.662454116556128E-01,  4.150107559273055E+00,  1.419390335729695E-01
2489169.500000000, A.D. 2103-Jan-06 00:00:00.0000, -1.021976403981600E+00,  3.631027531394525E+00,  2.630197035961419E-01
2489269.500000000, A.D. 2103-Apr-16 00:00:00.0000, -1.519246283667839E+00,  2.912456237324717E+00,  3.691241651722926E-01
2489369.500000000, A.D. 2103-Jul-25 00:00:00.0000, -1.886090373651440E+00,  1.955193535727739E+00,  4.436372665729786E-01
2489469.500000000, A.D. 2103-Nov-02 00:00:00.0000, -1.970769975115272E+00,  7.272766278948495E-01,  4.519657093315084E-01
2489569.500000000, A.D. 2104-Feb-10 00:00:00.0000, -1.451682030668893E+00, -6.684255429649255E-01,  3.223064453056860E-01
2489669.500000000, A.D. 2104-May-20 00:00:00.0000, -7.888897412076763E-02, -1.574497214687381E+00,  3.953768502541073E-03
2489769.500000000, A.D. 2104-Aug-28 00:00:00.0000,  1.417218780047764E+00, -1.440596828593800E+00, -3.330948238513206E-01
2489869.500000000, A.D. 2104-Dec-06 00:00:00.0000,  2.474090903163588E+00, -7.721778012101445E-01, -5.660642901873653E-01
2489969.500000000, A.D. 2105-Mar-16 00:00:00.0000,  3.138692614076211E+00,  3.812922404822569E-02, -7.089651422491476E-01
2490069.500000000, A.D. 2105-Jun-24 00:00:00.0000,  3.521507726823276E+00,  8.509516895392139E-01, -7.879405479958637E-01
2490169.500000000, A.D. 2105-Oct-02 00:00:00.0000,  3.697964432648087E+00,  1.616094025026163E+00, -8.204521002986380E-01
2490269.500000000, A.D. 2106-Jan-10 00:00:00.0000,  3.716778458159792E+00,  2.313073576314418E+00, -8.176603401017560E-01
2490369.500000000, A.D. 2106-Apr-20 00:00:00.0000,  3.610667220749835E+00,  2.932286942535999E+00, -7.869959289406272E-01
2490469.500000000, A.D. 2106-Jul-29 00:00:00.0000,  3.402790347379138E+00,  3.468236880804919E+00, -7.336500329863186E-01
2490569.500000000, A.D. 2106-Nov-06 00:00:00.0000,  3.110420798218191E+00,  3.916784352515449E+00, -6.613896596460935E-01
2490669.500000000, A.D. 2107-Feb-14 00:00:00.0000,  2.747252528533545E+00,  4.273730879629990E+00, -5.729746878989195E-01
2490769.500000000, A.D. 2107-May-25 00:00:00.0000,  2.325101828258963E+00,  4.533970490595228E+00, -4.701781291446464E-01
2490869.500000000, A.D. 2107-Sep-02 00:00:00.0000,  1.855950195207525E+00,  4.690412462234526E+00, -3.524784828271032E-01
2490969.500000000, A.D. 2107-Dec-11 00:00:00.0000,  1.355952814128686E+00,  4.737729797928512E+00, -2.059475250925507E-01
2491069.500000000, A.D. 2108-Mar-20 00:00:00.0000,  8.227873426185823E-01,  4.695214537414607E+00, -2.148934548306138E-02
2491169.500000000, A.D. 2108-Jun-28 00:00:00.0000,  2.591371252181484E-01,  4.539761599663821E+00,  1.658173199548353E-01
2491269.500000000, A.D. 2108-Oct-06 00:00:00.0000, -3.152909627107915E-01,  4.245651201963104E+00,  3.465674859927032E-01
2491369.500000000, A.D. 2109-Jan-14 00:00:00.0000, -8.782376595467682E-01,  3.791652327742452E+00,  5.130719495853635E-01
2491469.500000000, A.D. 2109-Apr-24 00:00:00.0000, -1.397163252709040E+00,  3.152615441777258E+00,  6.534068279472542E-01
2491569.500000000, A.D. 2109-Aug-02 00:00:00.0000, -1.817091097189998E+00,  2.298225818563651E+00,  7.474904174331213E-01
2491669.500000000, A.D. 2109-Nov-10 00:00:00.0000, -2.034468647817758E+00,  1.201181643797086E+00,  7.588053056067559E-01
2491769.500000000, A.D. 2110-Feb-18 00:00:00.0000, -1.844061818604188E+00, -1.084221054877751E-01,  6.195327110667843E-01
2491869.500000000, A.D. 2110-May-29 00:00:00.0000, -9.467021757500826E-01, -1.315873916694831E+00,  2.461745852416616E-01
2491969.500000000, A.D. 2110-Sep-06 00:00:00.0000,  4.988269312807367E-01, -1.731048892798154E+00, -2.680042768476896E-01
2492069.500000000, A.D. 2110-Dec-15 00:00:00.0000,  1.775288784572275E+00, -1.332858405435076E+00, -6.784038975399000E-01
2492169.500000000, A.D. 2111-Mar-25 00:00:00.0000,  2.650465014616236E+00, -5.923854272581858E-01, -9.330973674028306E-01
2492269.500000000, A.D. 2111-Jul-03 00:00:00.0000,  3.193523825850054E+00,  2.339936882845881E-01, -1.070174339647842E+00
2492369.500000000, A.D. 2111-Oct-11 00:00:00.0000,  3.488815166843323E+00,  1.046660159006466E+00, -1.123943950616279E+00
2492469.500000000, A.D. 2112-Jan-19 00:00:00.0000,  3.596205515827597E+00,  1.805031608379849E+00, -1.117038273979550E+00
2492569.500000000, A.D. 2112-Apr-28 00:00:00.0000,  3.556554120834649E+00,  2.490726629676751E+00, -1.064367560640581E+00
2492669.500000000, A.D. 2112-Aug-06 00:00:00.0000,  3.398554601703146E+00,  3.094218050294193E+00, -9.762170452009031E-01
2492769.500000000, A.D. 2112-Nov-14 00:00:00.0000,  3.143274231968871E+00,  3.609568224008219E+00, -8.600778919371017E-01
2492869.500000000, A.D. 2113-Feb-22 00:00:00.0000,  2.806908663572476E+00,  4.032073865298550E+00, -7.217213101913540E-01
2492969.500000000, A.D. 2113-Jun-02 00:00:00.0000,  2.402615568796170E+00,  4.357111646474647E+00, -5.658732742742656E-01
2493069.500000000, A.D. 2113-Sep-10 00:00:00.0000,  1.941677621895363E+00,  4.579442694663975E+00, -3.966716833125490E-01
2493169.500000000, A.D. 2113-Dec-19 00:00:00.0000,  1.434528328034702E+00,  4.692612274053764E+00, -2.180318522689171E-01
2493269.500000000, A.D. 2114-Mar-29 00:00:00.0000,  8.916751804198266E-01,  4.688470703351720E+00, -3.399000859922841E-02
2493369.500000000, A.D. 2114-Jul-07 00:00:00.0000,  3.247887989242912E-01,  4.556506421850625E+00,  1.508876738266924E-01
2493469.500000000, A.D. 2114-Oct-15 00:00:00.0000, -2.517293730011593E-01,  4.283052226871020E+00,  3.309230953719663E-01
2493569.500000000, A.D. 2115-Jan-23 00:00:00.0000, -8.181021041683683E-01,  3.850142035453038E+00,  4.983653001844844E-01
2493669.500000000, A.D. 2115-May-03 00:00:00.0000, -1.344102487159002E+00,  3.234335884148023E+00,  6.416136492802071E-01
2493769.500000000, A.D. 2115-Aug-11 00:00:00.0000, -1.778627146810798E+00,  2.406394240053562E+00,  7.416389079497682E-01
2493869.500000000, A.D. 2115-Nov-19 00:00:00.0000, -2.026035782723067E+00,  1.337824689243362E+00,  7.643435495883870E-01
2493969.500000000, A.D. 2116-Feb-27 00:00:00.0000, -1.896165746211176E+00,  4.571173769997526E-02,  6.461624057207419E-01
2494069.500000000, A.D. 2116-Jun-06 00:00:00.0000, -1.087580291702814E+00, -1.206067279892062E+00,  2.999306834923700E-01
2494169.500000000, A.D. 2116-Sep-14 00:00:00.0000,  3.338358339358617E-01, -1.731893904225415E+00, -2.126534347435236E-01
2494269.500000000, A.D. 2116-Dec-23 00:00:00.0000,  1.652392601869824E+00, -1.398420028885838E+00, -6.410054252760480E-01
2494369.500000000, A.D. 2117-Apr-02 00:00:00.0000,  2.570363553222443E+00, -6.775038138382918E-01, -9.110641103509864E-01
2494469.500000000, A.D. 2117-Jul-11 00:00:00.0000,  3.145488042171457E+00,  1.471376601000425E-01, -1.058564791050457E+00
2494569.500000000, A.D. 2117-Oct-19 00:00:00.0000,  3.464887791956875E+00,  9.646449135097128E-01, -1.119247395744835E+00
2494669.500000000, A.D. 2118-Jan-27 00:00:00.0000,  3.591401113401498E+00,  1.730424085643067E+00, -1.116769587656104E+00
2494769.500000000, A.D. 2118-May-07 00:00:00.0000,  3.567904364714297E+00,  2.424560130961440E+00, -1.066512963434761E+00
2494869.500000000, A.D. 2118-Aug-15 00:00:00.0000,  3.424436665258990E+00,  3.036958078250584E+00, -9.787834525301742E-01
2494969.500000000, A.D. 2118-Nov-23 00:00:00.0000,  3.183021923782841E+00,  3.561494593291995E+00, -8.605627705547881E-01
2495069.500000000, A.D. 2119-Mar-03 00:00:00.0000,  2.860428703920215E+00,  3.993661547578069E+00, -7.161910318101813E-01
2495169.500000000, A.D. 2119-Jun-11 00:00:00.0000,  2.468969790179615E+00,  4.329808515620653E+00, -5.476696370962348E-01
2495269.500000000, A.D. 2119-Sep-19 00:00:00.0000,  2.016146831751529E+00,  4.566783021483412E+00, -3.579780465467208E-01
2495369.500000000, A.D. 2119-Dec-28 00:00:00.0000,  1.509814944156270E+00,  4.699012597536857E+00, -1.552849489803709E-01
2495469.500000000, A.D. 2120-Apr-06 00:00:00.0000,  9.619618471154103E-01,  4.717701902363292E+00,  5.216817114802049E-02
2495569.500000000, A.D. 2120-Jul-15 00:00:00.0000,  3.860469704671433E-01,  4.612342543831318E+00,  2.579783081218044E-01
2495669.500000000, A.D. 2120-Oct-23 00:00:00.0000, -2.026847781388037E-01,  4.370468094046501E+00,  4.555590033081759E-01
2495769.500000000, A.D. 2121-Jan-31 00:00:00.0000, -7.848484063753306E-01,  3.976871412775738E+00,  6.366202572691452E-01
2495869.500000000, A.D. 2121-May-11 00:00:00.0000, -1.332944437323839E+00,  3.413045728187660E+00,  7.895892757386288E-01
2495969.500000000, A.D. 2121-Aug-19 00:00:00.0000, -1.804377581229647E+00,  2.657809239938199E+00,  8.970786781712716E-01
2496069.500000000, A.D. 2121-Nov-27 00:00:00.0000, -2.127928861169607E+00,  1.692421960771391E+00,  9.313794694619018E-01
2496169.500000000, A.D. 2122-Mar-07 00:00:00.0000, -2.179264729415475E+00,  5.237537836497798E-01,  8.474953521043288E-01
2496269.500000000, A.D. 2122-Jun-15 00:00:00.0000, -1.760780601362144E+00, -7.330025269444487E-01,  5.829917510422021E-01
2496369.500000000, A.D. 2122-Sep-23 00:00:00.0000, -7.309563340634515E-01, -1.698462861951733E+00,  1.192842194884445E-01
2496469.500000000, A.D. 2123-Jan-01 00:00:00.0000,  6.173488691505380E-01, -1.940477294571847E+00, -3.978580992575058E-01
